chapter,section,text
CHAPTER 370.,Src. 2.,"Src. 2. The leading objects of this college shall be to teach the  branches of learning relating to agricultural and mechanical arts  and such other?'scientific and classical studies as the board of  trustees may elect to have taught, and to promote the liberal and  practical education of the industrial classes in ehe, several pu  suits and professions of life. ~- te ae  Ce "
CHAPTER 370.,SEC. 3.,"SEC. 3. The management and control of the said college and  the eare and     tion thereto the president of the said college shall be an ex officio  member of said board. The said board of twenty-one shall be  elected as follows: One from each congressional district in the  state, each of whom shall be a skilled and practical agriculturist,  and twelve from the state at large, who shall be persons inter:  ested in agricultural, mechanical and industrial edueation. The  trustees elected at this session of the general asseinbly shall hold  office for two years and that there shall be elected at the next  session of the general assembly seven trustees, who shall hold  office for two years, seven trustees who shall hoid office for four  years and seven trustees who shall hold office for six years. And  that at the present general assembly there shall be elected such  a number of trustees as with the present members thereof shall  make said board composed ot twenty one persons.  "
CHAPTER 370.,SEc. 4.,"SEc. 4. It shall be the duty of the board of trustees to appoint  the president and instructors of the said college and ail other such  officers and servants as to them may seem necessary, they shall  have charge of the disbursement of its funds and shall have full  supervision and control and shall be charged with the mainte-  nance of the college. The state treasurer shall be ex officio treas-  urer of said board of trustees. The president and instructors,  under the direction and supervision of the trustees, shall have  power to confer such certificates of proficiency or marks of merit  as may be deemed proper.  "
CHAPTER 370.,Sec. 5.,"Sec. 5. That the board of trustees shal! own and hold the eer-  tificates of indebtedness amounting to one hundred and twenty-  five thousand dollars ($125,000) issued for the principal of the land  script fand. and the interest thereon shall be paid tothem by the  state treasurer semi-annually on the first day of July and Jan-  uary in each year for the purpose of aiding in the support of said  college in accordance with the act of- congress approved July  second, eighteen hundred and sixty two, entitled An act donat-  ing public lands to the several states and territories which may  provide colleges for the benefit of agriculture and the mechanic  arts.  "
CHAPTER 370.,Sec. 6.,"Sec. 6. The Agricultural Experiment and Control Station shall  be connected with the said college and controlled by the board of  trustees thereof. The said board of trustees shall have power to  accept and receive on the part of the state property, personal,  real or mixed and any donations from the United States congress  to the severa! states and territories for the benefit of agricultural  experiment stations or the agricultural and mechanical colleges  in connection therewith, and they shall expend the amount so  received in accordance with the acts of congress in relation thereto.  "
CHAPTER 370.,Src. 7.,"Src. 7. The board of trustees shall admit to the benefits of the  said college free of any charge for tuition, upon proper evidence     of good moral! character and of their inability and the inability  of their parents or guardians to pay their tuitions and of their  capacity to receive instruction, a certain number of youths, to be  determined by them, not to be less than one hundred anu twenty,  and shall apportion the same to the different counties applying  according to their relative number of inembers in the house of  representatives of North Carolina. And it shall be the duty of  the superintendent of instruction in each county on the days  fixed by law for the examination of teachers of the public schools  also to examine candidates for county students to the said col-  lege; blanks for such purpose to be furnished annually by the  president of the college to the superintendents in each county.  "
CHAPTER 370.,Szc. 8.,Szc. 8. The appropriations made or which may hereafter be  made by congress for the benefit of colleges of agricultural and  mechanical arts shall be divided between the white and colored  institutions in this state in the ratio of the white population to  the colored.  
CHAPTER 370.,Sec. 9.,Sec. 9. Any person who shall sell spirituous or intoxicating  liquors within three-fourths of a mile of any of the buildings of  said college shall be guilty of a misdemeanor.  
CHAPTER 370.,SEc. 10.,"SEc. 10. The board of trustees shall meet inthe city of Raleigh  on the second Monday in March, eighteen hundred and ninety-  nine, and elect of their number a president and an executive  committee of three, one of whom shall be the president of the  board of trustees, and it shall be the duty of the executive com-  mittee to meet at the call of the president and perform such du-  ties as may be assigned to them by the board of trustees. The  board of trustees shall thereafter meet annually at such time as  they may agree upon. The members of the board shall receive  their mileage and hotel fare while attending upon the meetings  of the board, but no members of the board of trustees except the  executive committee shall be allowed their expenses for more  than five meetings in any one year.   Ratified the 3d day of March, A. D. 1899.   "
CHAPTER 371.,Chapter_Title,CHAPTER 371.  An act to establish the western district criminal court.    The General Assembly of North Carolina do enact :   
CHAPTER 371.,SECTION 1.,"SECTION 1. That courts of record to be called the western crim-  inal district court are hereby established for the following coun-  ties: Buncombe, Haywood, Burke, Surry, Yancey, McDowell,  Henderson, Forsyth, Madison and Caldwell, to be held in the  court- houses of the respective counties as the superior courts are  held.    "
CHAPTER 371.,SEc. 2.,"SEc. 2. That the said courts hereby established respectively  shall possess all the powers, perform all the dutiesand be subjeet  to all the restrictions of a court of record according to the laws of  this state.  "
CHAPTER 371.,Sxc. 3.,"Sxc. 3. That the said eourts shall have exclusive original juris-  diction to enquire of, hear and try all crimes, nisdemeanors and  offenses committed in the counties of Buncombe, Madison, Hay-  wood, Burke, Surry, Yancey, McDowell, Henderson, Forsyth and  Caldwell respectively, fully and to the same extent as the supe-  rior courts of the state.  "
CHAPTER 371.,Src. 4.,"Src. 4. That the said courts shall have all jurisdiction vested  in the superior courts to try all crimes and offenses originating  within the said counties of Buncombe, Madison, Haywood, Burke,  Surry, Yancey, McDowell, Henderson, Forsyth and Caldwell re  spectively, and to give judgment and to award execution therein,  and for the recovery of all fines and forfeitures and that the pro  cess pleading practice and mode of proceeding shall be the same  in said courts as prevails in the superior courts of the state in  such cases as aforesaid. S é  "
CHAPTER 371.,Src. 5.,"Src. 5. That appeals from the said courts in said respective  counties shall lie to the superior courts of said counties respec-  tively only on matters of law or legal inference, and the state-  ment of case on appeal in such case to said superior court shall  be made and perfected in like manner and under the same rules  and regulations as appeals from the superior courts of the state  to the supreme court. That said appeal shall be heard by the  judge of the superior court riding the district in not less than  fifteen days from the date of said appeal. That said appeal shall  be heard by the judge at chambers, and in case the judgment of  the criminal court is affirmed the same shall be certified to the  clerk of the criminal court and the sentence before made shall go  into immediate effect as now provided by law in case the supreme  court affirms the judgment of the court below. That in cases of  the appeal to the judge of the superior court the solicitor of the  criminal court shall appear and prosecute for the state, and if the  decision of the lower court shall be affirmed shall be allowed five  dollars for each offense in case of misdemeanors, ten dollars in  case of felonies other than capital, and twenty dollars in ease of  eapital felonies. That in all criminal appeals taken from courts  of justices of the peace to the superior courts of the respeetive  counties aforesaid, the solicitors to be appointed and elected un-  der this act shall appear and prosecute for the state, and shall in  ease of conviction be entitled to the same fees as for convictions  in the criminal courts of said counties. That appeals shall be  from the superior court to the supreme court as now provided by          law for offenses originally tried in the superior courts and ap-  pealed to the supreme court.  "
